id_receita;id_periodo;descricao_item;valor
1972;30;Venda;9202.77
1973;5;Venda;9540.54
1974;2;Venda;5443.05
1975;24;Investimento;2476.56
1976;34;Venda;3234.64
1977;18;Reembolso;6644.03
1978;36;Venda;6464.06
1979;1;Salário;6192.46
1980;35;Venda;1929.67
1981;1;Investimento;5843.95
1982;1;Investimento;1560.89
1983;14;Reembolso;3891.69
1984;7;Reembolso;4610.09
1985;29;Investimento;1524.28
1986;27;Freelance;6605.51
1987;7;Salário;4226.53
1988;30;Reembolso;7468.27
1989;28;Salário;6650.37
1990;35;Investimento;2450.24
1991;17;Investimento;5161.08
1992;27;Investimento;5565.53
1993;7;Reembolso;3085.06
1994;28;Freelance;1890.1
1995;10;Salário;482.14
1996;18;Reembolso;3133.76
1997;10;Venda;2224.84
1998;3;Investimento;5314.14
1999;4;Salário;1165.19
2000;4;Investimento;8422.02
