id_gastos;id_periodo;categoria;item;valor
1532;26;Saúde;Academia;883.93
1533;12;Transporte;Pedágio;248.31
1534;2;Alimentação;Delivery;704.46
1535;5;Alimentação;Delivery;677.53
1536;19;Lazer;Viagem;88.67
1537;36;Saúde;Academia;236.42
1538;31;Alimentação;Café;914.8
1539;29;Transporte;Ônibus;1124.07
1540;27;Moradia;Aluguel;1424.07
1541;29;Educação;Material;1360.43
1542;4;Educação;Livros;426.98
1543;18;Educação;Material;1451.74
1544;33;Outros;Outros;742.75
1545;28;Lazer;Cinema;886.06
1546;31;Lazer;Viagem;353.86
1547;34;Transporte;Combustível;305.65
1548;34;Lazer;Show;419.56
1549;30;Moradia;Água;780.09
1550;10;Outros;Outros;1063.01
1551;17;Moradia;Água;231.16
1552;1;Outros;Presentes;712.8
1553;25;Educação;Livros;368.43
1554;13;Saúde;Academia;733.91
1555;34;Lazer;Cinema;735.56
1556;16;Outros;Presentes;200.99
1557;26;Saúde;Academia;431.18
1558;15;Educação;Material;547.0
1559;1;Alimentação;Delivery;531.86
1560;15;Saúde;Farmácia;62.0
1561;14;Transporte;Manutenção;269.57
1562;7;Saúde;Consulta;281.12
1563;20;Saúde;Academia;571.93
1564;16;Educação;Livros;1400.55
1565;34;Moradia;Aluguel;1072.76
1566;33;Moradia;Energia;171.31
1567;19;Alimentação;Restaurante;824.96
1568;2;Saúde;Farmácia;1407.26
1569;21;Educação;Cursos;1298.62
1570;20;Moradia;Aluguel;751.71
1571;33;Educação;Livros;1154.95
1572;26;Outros;Outros;833.17
1573;4;Alimentação;Delivery;807.15
1574;14;Alimentação;Restaurante;1049.66
1575;7;Transporte;Manutenção;1104.22
1576;19;Educação;Livros;669.45
1577;23;Alimentação;Delivery;774.65
1578;10;Educação;Cursos;880.41
1579;22;Transporte;Manutenção;1470.08
1580;35;Outros;Presentes;520.25
1581;25;Saúde;Consulta;913.51
1582;2;Outros;Taxas;1426.51
1583;5;Lazer;Viagem;419.44
1584;17;Educação;Material;794.5
1585;18;Educação;Cursos;488.29
1586;9;Outros;Taxas;1284.15
1587;12;Moradia;Energia;1002.56
1588;30;Saúde;Consulta;769.69
1589;10;Transporte;Combustível;521.9
1590;13;Alimentação;Delivery;298.06
1591;32;Alimentação;Supermercado;1449.39
1592;25;Moradia;Água;680.7
1593;24;Transporte;Manutenção;599.4
1594;13;Educação;Cursos;508.43
1595;29;Moradia;Internet;1253.56
1596;30;Moradia;Aluguel;81.9
1597;11;Lazer;Show;1274.26
1598;3;Saúde;Consulta;768.69
1599;31;Saúde;Consulta;146.44
1600;30;Alimentação;Café;142.01
1601;5;Lazer;Viagem;395.47
1602;23;Transporte;Ônibus;1224.84
1603;32;Saúde;Consulta;1407.96
1604;5;Moradia;Água;419.12
1605;25;Moradia;Água;145.54
1606;27;Moradia;Água;120.9
1607;11;Moradia;Internet;1339.29
1608;19;Alimentação;Delivery;72.12
1609;7;Saúde;Farmácia;784.95
1610;16;Alimentação;Supermercado;1374.36
1611;14;Saúde;Academia;132.57
1612;34;Moradia;Água;1242.27
1613;10;Alimentação;Café;279.08
1614;32;Moradia;Energia;933.29
1615;10;Lazer;Cinema;713.74
1616;8;Transporte;Ônibus;530.74
1617;29;Outros;Presentes;1471.29
1618;7;Lazer;Viagem;1052.18
1619;26;Lazer;Viagem;953.74
1620;2;Educação;Material;907.49
1621;30;Educação;Livros;1278.22
1622;34;Moradia;Energia;325.97
1623;5;Educação;Livros;1036.86
1624;5;Educação;Cursos;872.67
1625;27;Educação;Material;422.91
1626;6;Lazer;Cinema;504.32
1627;8;Alimentação;Supermercado;594.37
1628;21;Lazer;Show;901.27
1629;18;Moradia;Água;778.54
1630;18;Saúde;Consulta;750.56
1631;8;Alimentação;Restaurante;78.71
1632;23;Outros;Outros;682.31
1633;15;Alimentação;Restaurante;393.32
1634;14;Outros;Presentes;1277.31
1635;3;Transporte;Combustível;527.09
1636;25;Moradia;Internet;320.87
1637;9;Alimentação;Café;396.06
1638;19;Transporte;Manutenção;278.16
1639;12;Transporte;Pedágio;145.09
1640;14;Alimentação;Café;1307.21
1641;18;Moradia;Energia;1322.64
1642;34;Moradia;Internet;252.81
1643;16;Saúde;Academia;897.93
1644;17;Lazer;Cinema;31.47
1645;36;Educação;Material;771.19
1646;3;Transporte;Combustível;1455.63
1647;36;Lazer;Streaming;153.67
1648;19;Educação;Cursos;1287.14
1649;22;Outros;Taxas;307.95
1650;8;Alimentação;Supermercado;507.36
1651;19;Outros;Taxas;1192.03
1652;13;Outros;Taxas;623.09
1653;23;Moradia;Internet;1042.35
1654;13;Saúde;Consulta;1359.16
1655;2;Saúde;Farmácia;723.71
1656;7;Alimentação;Supermercado;1309.07
1657;29;Outros;Presentes;419.65
1658;21;Educação;Cursos;1058.13
1659;30;Outros;Taxas;1078.55
1660;6;Moradia;Aluguel;111.2
1661;22;Moradia;Internet;1036.73
1662;19;Lazer;Cinema;215.39
1663;23;Educação;Cursos;466.79
1664;15;Educação;Livros;496.21
1665;3;Moradia;Internet;1119.63
1666;12;Moradia;Aluguel;683.02
1667;19;Alimentação;Delivery;848.77
1668;26;Lazer;Streaming;259.9
1669;31;Alimentação;Supermercado;961.45
1670;33;Moradia;Energia;1217.8
1671;27;Educação;Livros;361.83
1672;33;Lazer;Viagem;770.49
1673;15;Lazer;Streaming;1324.17
1674;21;Lazer;Show;1155.9
1675;23;Outros;Presentes;256.7
1676;30;Lazer;Cinema;524.64
1677;19;Transporte;Manutenção;581.0
1678;1;Alimentação;Restaurante;1349.87
1679;8;Educação;Cursos;1167.25
1680;25;Educação;Material;287.24
1681;21;Transporte;Manutenção;1057.25
1682;8;Lazer;Cinema;1427.15
1683;24;Educação;Livros;406.83
1684;31;Lazer;Streaming;320.23
1685;30;Educação;Livros;287.56
1686;17;Educação;Livros;1049.22
1687;13;Saúde;Consulta;1234.98
1688;4;Lazer;Cinema;135.22
1689;2;Transporte;Combustível;1033.3
1690;8;Lazer;Show;516.63
1691;3;Educação;Cursos;56.47
1692;5;Lazer;Viagem;903.92
1693;31;Transporte;Manutenção;89.93
1694;31;Moradia;Água;92.78
1695;20;Moradia;Internet;877.21
1696;29;Moradia;Energia;1302.41
1697;16;Alimentação;Restaurante;1048.42
1698;21;Saúde;Consulta;698.91
1699;24;Saúde;Farmácia;269.76
1700;26;Alimentação;Café;1246.07
1701;19;Transporte;Manutenção;954.53
1702;17;Transporte;Pedágio;637.25
1703;24;Lazer;Cinema;1325.04
1704;18;Moradia;Internet;452.46
1705;3;Moradia;Internet;1350.55
1706;35;Saúde;Consulta;346.39
1707;1;Lazer;Cinema;1423.73
1708;19;Alimentação;Café;649.1
1709;6;Outros;Taxas;799.13
1710;9;Transporte;Manutenção;1467.58
1711;10;Lazer;Viagem;399.1
1712;29;Saúde;Consulta;805.6
1713;22;Educação;Material;210.59
1714;36;Moradia;Internet;669.79
1715;18;Educação;Material;784.26
1716;24;Alimentação;Restaurante;496.4
1717;15;Transporte;Pedágio;401.96
1718;15;Outros;Taxas;672.66
1719;21;Outros;Taxas;453.39
1720;31;Educação;Livros;666.91
1721;31;Educação;Cursos;150.71
1722;1;Transporte;Ônibus;980.99
1723;21;Alimentação;Supermercado;805.36
1724;35;Transporte;Ônibus;754.54
1725;27;Moradia;Água;414.63
1726;30;Moradia;Internet;557.97
1727;10;Outros;Outros;1461.72
1728;12;Alimentação;Café;821.27
1729;1;Saúde;Consulta;912.36
1730;18;Transporte;Manutenção;1026.19
1731;21;Alimentação;Delivery;998.44
1732;24;Saúde;Consulta;454.14
1733;5;Saúde;Farmácia;84.9
1734;5;Educação;Material;696.8
1735;5;Educação;Livros;365.66
1736;33;Transporte;Pedágio;971.1
1737;28;Lazer;Viagem;586.49
1738;18;Saúde;Academia;23.99
1739;20;Saúde;Academia;34.14
1740;7;Lazer;Streaming;585.69
1741;3;Saúde;Consulta;977.15
1742;29;Lazer;Cinema;905.94
1743;17;Moradia;Água;1012.24
1744;3;Lazer;Viagem;801.86
1745;15;Outros;Taxas;100.04
1746;3;Moradia;Energia;706.26
1747;3;Alimentação;Supermercado;217.9
1748;30;Educação;Livros;227.93
1749;2;Transporte;Manutenção;601.59
1750;7;Transporte;Combustível;812.52
1751;19;Lazer;Viagem;933.73
1752;9;Outros;Taxas;193.59
1753;33;Saúde;Consulta;521.93
1754;9;Educação;Material;1457.12
1755;4;Lazer;Viagem;866.55
1756;19;Saúde;Farmácia;72.23
1757;30;Educação;Cursos;219.38
1758;35;Moradia;Internet;1037.39
1759;11;Saúde;Consulta;968.02
1760;18;Transporte;Manutenção;1028.22
1761;35;Saúde;Academia;1363.46
1762;29;Alimentação;Supermercado;922.21
1763;17;Educação;Livros;747.42
1764;26;Transporte;Manutenção;362.95
1765;32;Lazer;Viagem;315.88
1766;10;Moradia;Energia;195.49
1767;13;Lazer;Cinema;1411.69
1768;13;Outros;Taxas;224.98
1769;30;Transporte;Manutenção;143.14
1770;33;Alimentação;Supermercado;1372.08
1771;29;Educação;Livros;273.65
1772;25;Alimentação;Restaurante;1209.41
1773;21;Moradia;Água;880.56
1774;2;Moradia;Água;835.86
1775;2;Educação;Material;420.63
1776;6;Moradia;Aluguel;1306.04
1777;14;Lazer;Show;606.8
1778;18;Lazer;Cinema;1479.33
1779;28;Outros;Taxas;1340.73
1780;6;Lazer;Streaming;1108.22
1781;17;Lazer;Cinema;806.62
1782;34;Saúde;Academia;1478.63
1783;27;Saúde;Academia;249.66
1784;7;Moradia;Água;635.62
1785;3;Educação;Livros;1307.81
1786;24;Transporte;Manutenção;1367.94
1787;3;Moradia;Aluguel;341.98
1788;23;Moradia;Aluguel;685.16
1789;1;Outros;Taxas;54.34
1790;7;Educação;Cursos;309.56
1791;12;Lazer;Cinema;642.98
1792;8;Saúde;Academia;436.21
1793;15;Moradia;Aluguel;208.94
1794;17;Alimentação;Café;286.95
1795;12;Alimentação;Supermercado;989.9
1796;30;Transporte;Pedágio;538.72
1797;30;Alimentação;Restaurante;264.6
1798;1;Lazer;Show;176.45
1799;28;Alimentação;Restaurante;1330.87
1800;34;Transporte;Manutenção;1282.37
1801;10;Alimentação;Supermercado;237.69
1802;4;Outros;Taxas;99.67
1803;30;Lazer;Streaming;757.93
1804;20;Lazer;Cinema;978.66
1805;17;Lazer;Viagem;306.34
1806;24;Outros;Presentes;277.25
1807;27;Educação;Livros;487.53
1808;30;Moradia;Água;1265.97
1809;18;Moradia;Aluguel;677.49
1810;20;Moradia;Energia;812.39
1811;2;Outros;Presentes;1170.83
1812;5;Transporte;Manutenção;903.95
1813;6;Outros;Taxas;1133.0
1814;30;Outros;Outros;604.19
1815;1;Educação;Material;1456.27
1816;17;Transporte;Ônibus;281.26
1817;33;Transporte;Ônibus;1284.83
1818;8;Outros;Taxas;537.5
1819;26;Saúde;Academia;547.84
1820;4;Saúde;Farmácia;871.59
1821;8;Moradia;Internet;1296.38
1822;10;Alimentação;Delivery;855.43
1823;24;Moradia;Internet;319.29
1824;30;Transporte;Combustível;973.4
1825;22;Educação;Livros;1494.88
1826;27;Lazer;Viagem;1126.33
1827;13;Outros;Taxas;328.45
1828;22;Moradia;Energia;1226.73
1829;28;Lazer;Streaming;507.1
1830;22;Outros;Outros;1176.39
1831;1;Outros;Outros;691.64
1832;31;Educação;Cursos;445.67
1833;3;Educação;Material;696.55
1834;20;Transporte;Pedágio;1325.99
1835;32;Alimentação;Supermercado;1317.5
1836;28;Outros;Presentes;1070.31
1837;26;Outros;Outros;943.75
1838;8;Transporte;Manutenção;1218.3
1839;36;Transporte;Ônibus;1164.18
1840;32;Lazer;Streaming;124.95
1841;23;Outros;Presentes;1265.23
1842;13;Outros;Presentes;140.18
1843;9;Educação;Material;866.5
1844;22;Transporte;Pedágio;350.25
1845;4;Alimentação;Delivery;1132.63
1846;35;Saúde;Academia;37.07
1847;23;Outros;Presentes;963.33
1848;30;Educação;Livros;873.84
1849;31;Transporte;Manutenção;976.35
1850;20;Moradia;Internet;575.64
1851;1;Saúde;Farmácia;1236.21
1852;28;Alimentação;Delivery;313.14
1853;35;Transporte;Ônibus;295.8
1854;34;Outros;Presentes;544.71
1855;21;Educação;Livros;1177.17
1856;16;Alimentação;Delivery;1488.13
1857;26;Outros;Outros;1146.44
1858;8;Educação;Cursos;1153.55
1859;16;Outros;Outros;466.77
1860;16;Alimentação;Restaurante;889.89
1861;26;Saúde;Consulta;885.15
1862;17;Moradia;Internet;619.96
1863;32;Moradia;Aluguel;1450.2
1864;36;Moradia;Aluguel;635.99
1865;13;Alimentação;Café;1478.32
1866;33;Saúde;Consulta;87.68
1867;2;Saúde;Farmácia;1382.01
1868;9;Educação;Material;560.62
1869;2;Transporte;Pedágio;111.29
1870;25;Saúde;Academia;287.12
1871;13;Alimentação;Café;1043.79
1872;16;Moradia;Internet;635.81
1873;36;Educação;Livros;1313.25
1874;13;Alimentação;Supermercado;1183.2
1875;5;Moradia;Aluguel;852.52
1876;10;Moradia;Aluguel;531.2
1877;5;Alimentação;Restaurante;1284.04
1878;12;Transporte;Combustível;301.58
1879;5;Outros;Presentes;1103.36
1880;24;Educação;Material;569.74
1881;34;Educação;Material;628.11
1882;18;Transporte;Combustível;339.85
1883;25;Educação;Cursos;1360.54
1884;7;Moradia;Energia;1154.7
1885;6;Saúde;Consulta;25.88
1886;26;Educação;Material;923.32
1887;12;Alimentação;Café;910.31
1888;24;Alimentação;Delivery;1041.37
1889;1;Outros;Presentes;1002.78
1890;10;Moradia;Água;397.25
1891;34;Saúde;Academia;898.7
1892;27;Saúde;Consulta;638.68
1893;30;Alimentação;Delivery;689.15
1894;31;Alimentação;Supermercado;1252.82
1895;2;Lazer;Show;238.58
1896;26;Lazer;Viagem;1124.32
1897;32;Transporte;Combustível;844.05
1898;12;Outros;Outros;1126.87
1899;9;Transporte;Pedágio;1445.98
1900;33;Educação;Livros;328.84
1901;29;Educação;Material;1293.8
1902;32;Lazer;Show;661.84
1903;7;Outros;Outros;314.77
1904;13;Educação;Material;143.5
1905;18;Moradia;Água;527.51
1906;21;Saúde;Academia;876.26
1907;11;Moradia;Água;328.29
1908;12;Alimentação;Supermercado;784.2
1909;19;Outros;Outros;676.57
1910;3;Outros;Presentes;160.59
1911;19;Educação;Cursos;309.67
1912;1;Lazer;Viagem;526.3
1913;35;Educação;Livros;508.86
1914;13;Moradia;Água;574.92
1915;7;Lazer;Streaming;798.74
1916;9;Educação;Cursos;924.58
1917;24;Lazer;Viagem;126.38
1918;17;Lazer;Show;793.03
1919;24;Outros;Outros;601.74
1920;34;Educação;Livros;942.09
1921;7;Lazer;Cinema;1463.36
1922;2;Transporte;Pedágio;1149.57
1923;2;Saúde;Farmácia;828.32
1924;11;Educação;Material;764.85
1925;3;Transporte;Ônibus;547.83
1926;9;Lazer;Cinema;439.02
1927;1;Alimentação;Café;1467.7
1928;6;Alimentação;Supermercado;545.23
1929;15;Outros;Presentes;1106.47
1930;1;Saúde;Academia;816.96
1931;21;Educação;Livros;1082.77
1932;10;Lazer;Viagem;1232.93
1933;33;Educação;Material;750.31
1934;27;Lazer;Cinema;265.31
1935;4;Educação;Material;35.93
1936;4;Moradia;Internet;913.53
1937;5;Educação;Livros;525.62
1938;25;Alimentação;Supermercado;1322.63
1939;3;Alimentação;Delivery;627.37
1940;12;Lazer;Streaming;423.47
1941;15;Outros;Outros;376.43
1942;27;Outros;Outros;1395.53
1943;13;Alimentação;Restaurante;466.24
1944;8;Educação;Cursos;291.37
1945;26;Saúde;Farmácia;842.41
1946;24;Transporte;Manutenção;888.13
1947;30;Outros;Outros;1147.22
1948;9;Transporte;Pedágio;1447.74
1949;23;Moradia;Aluguel;939.06
1950;9;Transporte;Combustível;1284.52
1951;17;Educação;Material;42.07
1952;5;Transporte;Combustível;1102.63
1953;26;Educação;Cursos;1350.46
1954;26;Saúde;Consulta;1084.89
1955;34;Alimentação;Restaurante;1256.04
1956;29;Transporte;Ônibus;341.57
1957;16;Moradia;Internet;214.8
1958;14;Alimentação;Delivery;177.69
1959;24;Educação;Livros;599.74
1960;14;Moradia;Energia;1315.55
1961;1;Alimentação;Delivery;583.56
1962;16;Lazer;Viagem;884.35
1963;22;Saúde;Farmácia;852.69
1964;13;Outros;Taxas;1297.02
1965;11;Outros;Taxas;1226.64
1966;23;Educação;Material;110.99
1967;31;Outros;Taxas;1002.14
1968;20;Moradia;Internet;1295.13
1969;20;Lazer;Streaming;393.55
1970;29;Lazer;Streaming;205.75
1971;30;Lazer;Streaming;452.56
1972;33;Lazer;Viagem;1478.62
1973;9;Moradia;Energia;547.61
1974;22;Outros;Presentes;732.06
1975;6;Saúde;Academia;944.04
1976;17;Lazer;Show;453.16
1977;14;Educação;Livros;273.94
1978;26;Moradia;Água;558.62
1979;22;Lazer;Streaming;746.69
1980;17;Outros;Taxas;1161.86
1981;22;Outros;Presentes;951.93
1982;22;Alimentação;Café;57.36
1983;26;Outros;Outros;1142.89
1984;21;Lazer;Viagem;983.93
1985;11;Transporte;Ônibus;433.5
1986;16;Educação;Cursos;338.04
1987;1;Moradia;Energia;900.58
1988;5;Educação;Material;1422.78
1989;34;Alimentação;Supermercado;391.59
1990;19;Moradia;Energia;587.84
1991;21;Transporte;Combustível;913.26
1992;17;Outros;Taxas;382.11
1993;24;Alimentação;Delivery;933.23
1994;35;Moradia;Aluguel;1291.71
1995;27;Lazer;Cinema;1472.36
1996;32;Educação;Livros;582.87
1997;11;Transporte;Pedágio;1375.47
1998;13;Outros;Taxas;788.87
1999;17;Outros;Outros;32.39
2000;11;Outros;Outros;1333.13
