OrderKey,CustomerKey,StoreKey,OrderDate,DeliveryDate,CurrencyCode
2610007,1988812,999999,2022-02-22,2022-02-25,USD
2610008,2029285,590,2022-02-22,2022-02-22,USD
2610009,427380,220,2022-02-22,2022-02-22,EUR
2610010,1376196,999999,2022-02-22,2022-02-27,USD
2610011,454331,999999,2022-02-22,2022-02-26,EUR
2610012,1505771,585,2022-02-22,2022-02-22,USD
2610013,1952950,999999,2022-02-22,2022-02-23,USD
2610014,1953563,500,2022-02-22,2022-02-22,USD
2610015,1550332,540,2022-02-22,2022-02-22,USD
2610016,428181,230,2022-02-22,2022-02-22,EUR
2610017,859168,340,2022-02-22,2022-02-22,EUR
2610018,1596223,480,2022-02-22,2022-02-22,USD
2610019,1294415,999999,2022-02-22,2022-03-02,USD
2610020,766039,300,2022-02-22,2022-02-22,EUR
2610021,1884376,650,2022-02-22,2022-02-22,USD
2610022,482147,240,2022-02-22,2022-02-22,EUR
2610023,169369,999999,2022-02-22,2022-02-24,AUD
2610024,3574,999999,2022-02-22,2022-02-23,AUD
2610025,1342348,570,2022-02-22,2022-02-22,USD
2610026,2064710,999999,2022-02-22,2022-03-01,USD
2610027,1219946,540,2022-02-22,2022-02-22,USD
2610028,79036,999999,2022-02-22,2022-02-24,AUD
2610029,1820306,999999,2022-02-22,2022-02-25,USD
2610030,1791557,510,2022-02-22,2022-02-22,USD
2610031,1550374,540,2022-02-22,2022-02-22,USD
2610032,1880812,999999,2022-02-22,2022-02-23,USD
2610033,596842,270,2022-02-22,2022-02-22,EUR
2610034,1858309,590,2022-02-22,2022-02-22,USD
2610035,369768,80,2022-02-22,2022-02-22,CAD
2610036,161001,35,2022-02-22,2022-02-22,AUD
2610037,1172518,999999,2022-02-22,2022-02-26,GBP
2610038,579809,999999,2022-02-22,2022-02-23,EUR
2610039,845179,999999,2022-02-22,2022-02-26,EUR
2610040,1620119,999999,2022-02-22,2022-02-26,USD
2610041,1301908,550,2022-02-22,2022-02-22,USD
2610042,1266250,999999,2022-02-22,2022-02-23,USD
2610043,1805892,999999,2022-02-22,2022-02-25,USD
2610044,1987862,550,2022-02-22,2022-02-22,USD
2610045,276136,999999,2022-02-22,2022-02-23,CAD
2610046,1256562,999999,2022-02-22,2022-02-26,USD
2610047,1692111,670,2022-02-22,2022-02-22,USD
2610048,494825,190,2022-02-22,2022-02-22,EUR
2610049,1674726,999999,2022-02-22,2022-02-24,USD
2610050,1549229,999999,2022-02-22,2022-02-27,USD
2610051,1575190,590,2022-02-22,2022-02-22,USD
2610052,1483190,999999,2022-02-22,2022-02-25,USD
2610053,1531118,620,2022-02-22,2022-02-22,USD
2610054,330941,999999,2022-02-22,2022-02-25,CAD
2610055,1224442,670,2022-02-22,2022-02-22,USD
2610056,1347311,999999,2022-02-22,2022-02-23,USD
2610057,1715282,500,2022-02-22,2022-02-22,USD
2610058,204427,999999,2022-02-22,2022-02-23,CAD
2610059,1886276,999999,2022-02-22,2022-02-27,USD
2610060,335731,999999,2022-02-22,2022-02-25,CAD
2610061,1096499,400,2022-02-22,2022-02-22,GBP
2610062,1318900,480,2022-02-22,2022-02-22,USD
2610063,824534,340,2022-02-22,2022-02-22,EUR
2610064,1698332,540,2022-02-22,2022-02-22,USD
2610065,338717,100,2022-02-22,2022-02-22,CAD
2610066,210735,90,2022-02-22,2022-02-22,CAD
2610067,1910183,570,2022-02-22,2022-02-22,USD
2610068,1602741,999999,2022-02-22,2022-02-23,USD
2610069,1718896,999999,2022-02-22,2022-02-26,USD
2610070,1286681,999999,2022-02-22,2022-02-27,USD
2610071,1531548,480,2022-02-22,2022-02-22,USD
2610072,1857792,620,2022-02-22,2022-02-22,USD
2610073,217137,74,2022-02-22,2022-02-22,CAD
2610074,1828394,999999,2022-02-22,2022-02-23,USD
2610075,641202,160,2022-02-22,2022-02-22,EUR
2610076,1872507,999999,2022-02-22,2022-02-25,USD
2610077,888660,999999,2022-02-22,2022-02-24,EUR
2610078,1588059,450,2022-02-22,2022-02-22,USD
2610079,1715062,480,2022-02-22,2022-02-22,USD
2610080,584802,255,2022-02-22,2022-02-22,EUR
2610081,392621,90,2022-02-22,2022-02-22,CAD
2610082,726683,300,2022-02-22,2022-02-22,EUR
2610083,1727916,605,2022-02-22,2022-02-22,USD
2610084,1221086,530,2022-02-22,2022-02-22,USD
2610085,571886,255,2022-02-22,2022-02-22,EUR
2611000,475299,999999,2022-02-23,2022-02-24,EUR
2611001,519339,999999,2022-02-23,2022-02-26,EUR
2611002,260784,999999,2022-02-23,2022-02-27,CAD
2611003,905118,999999,2022-02-23,2022-02-25,GBP
2611004,585736,999999,2022-02-23,2022-02-25,EUR
2611005,1216285,999999,2022-02-23,2022-02-26,USD
2611006,1988674,999999,2022-02-23,2022-03-01,USD
2611007,2005620,540,2022-02-23,2022-02-23,USD
2611008,337989,999999,2022-02-23,2022-02-26,CAD
2611009,1455883,660,2022-02-23,2022-02-23,USD
2611010,1148081,999999,2022-02-23,2022-02-27,GBP
2611011,175394,999999,2022-02-23,2022-02-25,AUD
2611012,323958,90,2022-02-23,2022-02-23,CAD
2611013,1863382,550,2022-02-23,2022-02-23,USD
2611014,1198835,999999,2022-02-23,2022-02-28,GBP
2611015,1899328,999999,2022-02-23,2022-02-25,USD
2611016,1723036,999999,2022-02-23,2022-02-25,USD
2611017,1593624,999999,2022-02-23,2022-02-28,USD
2611018,1000472,390,2022-02-23,2022-02-23,GBP
2611019,1219198,999999,2022-02-23,2022-02-25,USD
2611020,311083,999999,2022-02-23,2022-02-26,CAD
2611021,2027459,999999,2022-02-23,2022-02-28,USD
2611022,1493784,650,2022-02-23,2022-02-23,USD
2611023,1331226,999999,2022-02-23,2022-02-25,USD
2611024,2011854,999999,2022-02-23,2022-02-25,USD
2611025,2079224,999999,2022-02-23,2022-02-27,USD
2611026,1374054,999999,2022-02-23,2022-02-25,USD
2611027,1488576,670,2022-02-23,2022-02-23,USD
2611028,1868511,560,2022-02-23,2022-02-23,USD
2611029,1468611,430,2022-02-23,2022-02-23,USD
2611030,1897082,570,2022-02-23,2022-02-23,USD
2611031,1430608,570,2022-02-23,2022-02-23,USD
2611032,228092,999999,2022-02-23,2022-02-27,CAD
2611033,283266,90,2022-02-23,2022-02-23,CAD
2611034,45563,10,2022-02-23,2022-02-23,AUD
2611035,175725,40,2022-02-23,2022-02-23,AUD
2611036,1748372,999999,2022-02-23,2022-02-26,USD
2611037,545550,240,2022-02-23,2022-02-23,EUR
2611038,1116716,999999,2022-02-23,2022-02-25,GBP
2611039,750427,300,2022-02-23,2022-02-23,EUR
2611040,162162,999999,2022-02-23,2022-02-25,AUD
2611041,1947472,500,2022-02-23,2022-02-23,USD
2611042,1870346,570,2022-02-23,2022-02-23,USD
2611043,1007702,999999,2022-02-23,2022-03-02,GBP
2611044,1987438,999999,2022-02-23,2022-02-28,USD
2611045,2023941,999999,2022-02-23,2022-02-27,USD
2611046,1280603,540,2022-02-23,2022-02-23,USD
2611047,478022,999999,2022-02-23,2022-02-26,EUR
2611048,1323065,999999,2022-02-23,2022-02-26,USD
2611049,1204141,999999,2022-02-23,2022-02-25,USD
2611050,1282691,999999,2022-02-23,2022-02-27,USD
2611051,1694829,999999,2022-02-23,2022-02-27,USD
2611052,1258864,999999,2022-02-23,2022-02-24,USD
2611053,880293,320,2022-02-23,2022-02-23,EUR
2611054,1863617,999999,2022-02-23,2022-02-26,USD
2611055,1899103,490,2022-02-23,2022-02-23,USD
2611056,1948313,430,2022-02-23,2022-02-23,USD
2611057,634888,999999,2022-02-23,2022-02-24,EUR
2611058,1956806,999999,2022-02-23,2022-02-26,USD
2611059,1148127,420,2022-02-23,2022-02-23,GBP
2611060,1606790,999999,2022-02-23,2022-02-25,USD
2611061,1973284,999999,2022-02-23,2022-02-24,USD
2611062,1456522,570,2022-02-23,2022-02-23,USD
2611063,834045,320,2022-02-23,2022-02-23,EUR
2611064,1433715,999999,2022-02-23,2022-02-27,USD
2611065,2074430,999999,2022-02-23,2022-03-02,USD
2611066,1570657,999999,2022-02-23,2022-02-26,USD
2611067,1731181,999999,2022-02-23,2022-02-26,USD
2611068,1645153,999999,2022-02-23,2022-02-24,USD
2611069,522843,999999,2022-02-23,2022-02-27,EUR
2611070,853867,999999,2022-02-23,2022-02-25,EUR
2611071,1825349,480,2022-02-23,2022-02-23,USD
2611072,1498393,999999,2022-02-23,2022-02-25,USD
2611073,1758483,670,2022-02-23,2022-02-23,USD
2611074,686963,120,2022-02-23,2022-02-23,EUR
2611075,496565,999999,2022-02-23,2022-03-01,EUR
2611076,686287,160,2022-02-23,2022-02-23,EUR
2611077,1292732,620,2022-02-23,2022-02-23,USD
2611078,452594,255,2022-02-23,2022-02-23,EUR
2611079,1961469,660,2022-02-23,2022-02-23,USD
2611080,1484338,480,2022-02-23,2022-02-23,USD
2611081,240680,999999,2022-02-23,2022-02-27,CAD
2611082,631385,999999,2022-02-23,2022-02-27,EUR
2611083,189279,999999,2022-02-23,2022-02-24,AUD
2611084,1869528,470,2022-02-23,2022-02-23,USD
2611085,12169,50,2022-02-23,2022-02-23,AUD
2611086,244728,999999,2022-02-23,2022-03-02,CAD
2611087,1349654,450,2022-02-23,2022-02-23,USD
2611088,533152,999999,2022-02-23,2022-02-26,EUR
2611089,324061,999999,2022-02-23,2022-02-27,CAD
2611090,1869324,500,2022-02-23,2022-02-23,USD
2611091,464506,999999,2022-02-23,2022-02-27,EUR
2611092,316317,999999,2022-02-23,2022-02-26,CAD
2611093,1763161,999999,2022-02-23,2022-02-26,USD
2611094,1815848,999999,2022-02-23,2022-02-25,USD
2611095,1279369,999999,2022-02-23,2022-02-28,USD
2611096,1416634,490,2022-02-23,2022-02-23,USD
2611097,1709392,999999,2022-02-23,2022-03-01,USD
2611098,1701879,620,2022-02-23,2022-02-23,USD
2611099,1812916,670,2022-02-23,2022-02-23,USD
2611100,603975,120,2022-02-23,2022-02-23,EUR
2611101,1444235,650,2022-02-23,2022-02-23,USD
2611102,1960251,660,2022-02-23,2022-02-23,USD
2611103,2085925,999999,2022-02-23,2022-02-28,USD
2611104,2091898,999999,2022-02-23,2022-02-27,USD
2611105,1507270,560,2022-02-23,2022-02-23,USD
2611106,552225,999999,2022-02-23,2022-02-26,EUR
2611107,13958,40,2022-02-23,2022-02-23,AUD
2611108,1609636,999999,2022-02-23,2022-02-26,USD
2611109,1848208,605,2022-02-23,2022-02-23,USD
2611110,1136579,999999,2022-02-23,2022-03-01,GBP
2611111,270624,999999,2022-02-23,2022-02-28,CAD
2611112,142832,10,2022-02-23,2022-02-23,AUD
2611113,144614,35,2022-02-23,2022-02-23,AUD
2611114,2082364,510,2022-02-23,2022-02-23,USD
2611115,1037389,999999,2022-02-23,2022-02-25,GBP
2612000,1589557,670,2022-02-24,2022-02-24,USD
2612001,572932,999999,2022-02-24,2022-02-25,EUR
2612002,173518,10,2022-02-24,2022-02-24,AUD
2612003,2015217,670,2022-02-24,2022-02-24,USD
2612004,1243456,530,2022-02-24,2022-02-24,USD
2612005,1457994,999999,2022-02-24,2022-02-28,USD
2612006,2070700,590,2022-02-24,2022-02-24,USD
2612007,359798,90,2022-02-24,2022-02-24,CAD
2612008,1831170,530,2022-02-24,2022-02-24,USD
2612009,2092248,585,2022-02-24,2022-02-24,USD
2612010,1178286,420,2022-02-24,2022-02-24,GBP
2612011,829202,999999,2022-02-24,2022-02-27,EUR
2612012,1371828,999999,2022-02-24,2022-02-26,USD
2612013,1651055,999999,2022-02-24,2022-03-01,USD
2612014,423508,999999,2022-02-24,2022-03-02,EUR
2612015,36925,10,2022-02-24,2022-02-24,AUD
2612016,253557,999999,2022-02-24,2022-02-28,CAD
2612017,161561,999999,2022-02-24,2022-02-27,AUD
2612018,501254,999999,2022-02-24,2022-02-27,EUR
2612019,1542120,500,2022-02-24,2022-02-24,USD
2612020,1628734,999999,2022-02-24,2022-02-28,USD
2612021,530845,999999,2022-02-24,2022-02-28,EUR
2612022,1951446,430,2022-02-24,2022-02-24,USD
2612023,1325066,999999,2022-02-24,2022-02-25,USD
2612024,205113,74,2022-02-24,2022-02-24,CAD
2612025,1763431,999999,2022-02-24,2022-03-01,USD
2612026,1388169,999999,2022-02-24,2022-02-27,USD
2612027,1642812,999999,2022-02-24,2022-02-25,USD
2612028,782039,999999,2022-02-24,2022-02-27,EUR
2612029,1796743,605,2022-02-24,2022-02-24,USD
2612030,1399266,999999,2022-02-24,2022-02-26,USD
2612031,349130,999999,2022-02-24,2022-02-27,CAD
2612032,1430890,610,2022-02-24,2022-02-24,USD
2612033,1352680,999999,2022-02-24,2022-02-26,USD
2612034,489883,220,2022-02-24,2022-02-24,EUR
2612035,1018021,999999,2022-02-24,2022-02-27,GBP
2612036,418191,999999,2022-02-24,2022-02-27,EUR
2612037,1260056,605,2022-02-24,2022-02-24,USD
2612038,759419,290,2022-02-24,2022-02-24,EUR
2612039,1720407,510,2022-02-24,2022-02-24,USD
2612040,1444276,440,2022-02-24,2022-02-24,USD
2612041,1921353,430,2022-02-24,2022-02-24,USD
2612042,1390285,999999,2022-02-24,2022-03-03,USD
2612043,438585,190,2022-02-24,2022-02-24,EUR
2612044,2069679,470,2022-02-24,2022-02-24,USD
2612045,1534507,999999,2022-02-24,2022-02-27,USD
2612046,957,999999,2022-02-24,2022-02-25,AUD
2612047,1130884,420,2022-02-24,2022-02-24,GBP
2612048,1013588,400,2022-02-24,2022-02-24,GBP
2612049,1323020,670,2022-02-24,2022-02-24,USD
2612050,1864105,570,2022-02-24,2022-02-24,USD
2612051,1033857,390,2022-02-24,2022-02-24,GBP
2612052,176179,999999,2022-02-24,2022-02-28,AUD
2612053,1101788,400,2022-02-24,2022-02-24,GBP
2612054,128060,50,2022-02-24,2022-02-24,AUD
2612055,465760,220,2022-02-24,2022-02-24,EUR
2612056,1931896,510,2022-02-24,2022-02-24,USD
2612057,421190,999999,2022-02-24,2022-02-26,EUR
2612058,1634384,590,2022-02-24,2022-02-24,USD
2612059,971860,370,2022-02-24,2022-02-24,GBP
2612060,426059,270,2022-02-24,2022-02-24,EUR
2612061,105664,35,2022-02-24,2022-02-24,AUD
2612062,2079327,570,2022-02-24,2022-02-24,USD
2612063,1741457,660,2022-02-24,2022-02-24,USD
2612064,1598475,550,2022-02-24,2022-02-24,USD
2612065,339799,999999,2022-02-24,2022-03-02,CAD
2612066,518235,999999,2022-02-24,2022-02-26,EUR
2612067,75372,999999,2022-02-24,2022-02-25,AUD
2612068,833945,320,2022-02-24,2022-02-24,EUR
2612069,1542993,570,2022-02-24,2022-02-24,USD
2612070,70486,40,2022-02-24,2022-02-24,AUD
2612071,1269045,610,2022-02-24,2022-02-24,USD
2612072,1917929,570,2022-02-24,2022-02-24,USD
2612073,1973449,605,2022-02-24,2022-02-24,USD
2612074,5568,999999,2022-02-24,2022-02-27,AUD
2612075,811633,999999,2022-02-24,2022-02-27,EUR
2612076,1763218,500,2022-02-24,2022-02-24,USD
2612077,1430463,999999,2022-02-24,2022-03-02,USD
2612078,1478883,605,2022-02-24,2022-02-24,USD
2612079,534577,999999,2022-02-24,2022-02-26,EUR
2612080,2040276,550,2022-02-24,2022-02-24,USD
2612081,1000928,370,2022-02-24,2022-02-24,GBP
2612082,600502,999999,2022-02-24,2022-02-25,EUR
2612083,1579553,530,2022-02-24,2022-02-24,USD
2612084,1359529,660,2022-02-24,2022-02-24,USD
2612085,2008629,999999,2022-02-24,2022-02-27,USD
2612086,1618559,570,2022-02-24,2022-02-24,USD
2612087,48445,999999,2022-02-24,2022-02-28,AUD
2612088,378851,90,2022-02-24,2022-02-24,CAD
2612089,1722468,510,2022-02-24,2022-02-24,USD
2612090,2058839,999999,2022-02-24,2022-03-01,USD
2612091,161871,10,2022-02-24,2022-02-24,AUD
2612092,1520236,500,2022-02-24,2022-02-24,USD
2612093,819852,310,2022-02-24,2022-02-24,EUR
2612094,1373345,530,2022-02-24,2022-02-24,USD
2612095,1975479,500,2022-02-24,2022-02-24,USD
2612096,1855281,480,2022-02-24,2022-02-24,USD
2612097,1364459,660,2022-02-24,2022-02-24,USD
2612098,1186024,370,2022-02-24,2022-02-24,GBP
2612099,1039572,400,2022-02-24,2022-02-24,GBP
2612100,601055,160,2022-02-24,2022-02-24,EUR
2612101,1722851,999999,2022-02-24,2022-02-26,USD
2612102,485087,190,2022-02-24,2022-02-24,EUR
2612103,1846201,605,2022-02-24,2022-02-24,USD
2612104,1772973,610,2022-02-24,2022-02-24,USD
2612105,1843192,999999,2022-02-24,2022-02-26,USD
2612106,1900195,999999,2022-02-24,2022-02-27,USD
2612107,55718,60,2022-02-24,2022-02-24,AUD
2612108,1299374,610,2022-02-24,2022-02-24,USD
2612109,1564576,605,2022-02-24,2022-02-24,USD
2612110,320042,74,2022-02-24,2022-02-24,CAD
2612111,345023,90,2022-02-24,2022-02-24,CAD
2612112,1263482,500,2022-02-24,2022-02-24,USD
2612113,1706096,500,2022-02-24,2022-02-24,USD
2613000,1848472,999999,2022-02-25,2022-03-01,USD
2613001,1796087,999999,2022-02-25,2022-02-27,USD
2613002,603965,999999,2022-02-25,2022-02-27,EUR
2613003,1529129,660,2022-02-25,2022-02-25,USD
2613004,1572855,610,2022-02-25,2022-02-25,USD
2613005,1062421,360,2022-02-25,2022-02-25,GBP
2613006,2025949,450,2022-02-25,2022-02-25,USD
2613007,1502013,999999,2022-02-25,2022-03-02,USD
2613008,419963,230,2022-02-25,2022-02-25,EUR
2613009,422872,190,2022-02-25,2022-02-25,EUR
2613010,1979337,490,2022-02-25,2022-02-25,USD
2613011,2010352,510,2022-02-25,2022-02-25,USD
2613012,479387,999999,2022-02-25,2022-03-01,EUR
2613013,1343391,620,2022-02-25,2022-02-25,USD
2613014,1458836,999999,2022-02-25,2022-02-28,USD
2613015,2017182,560,2022-02-25,2022-02-25,USD
2613016,38037,35,2022-02-25,2022-02-25,AUD
2613017,1501774,610,2022-02-25,2022-02-25,USD
2613018,239074,90,2022-02-25,2022-02-25,CAD
2613019,1820277,620,2022-02-25,2022-02-25,USD
2613020,1364034,999999,2022-02-25,2022-02-28,USD
2613021,1893439,999999,2022-02-25,2022-02-28,USD
2613022,1334032,999999,2022-02-25,2022-03-01,USD
2613023,1253397,570,2022-02-25,2022-02-25,USD
2613024,517849,230,2022-02-25,2022-02-25,EUR
2613025,1942299,650,2022-02-25,2022-02-25,USD
2613026,1256982,470,2022-02-25,2022-02-25,USD
2613027,1259279,560,2022-02-25,2022-02-25,USD
2613028,1235689,999999,2022-02-25,2022-02-27,USD
2613029,1540012,585,2022-02-25,2022-02-25,USD
2613030,455981,270,2022-02-25,2022-02-25,EUR
2613031,891769,999999,2022-02-25,2022-02-27,EUR
2613032,1737588,999999,2022-02-25,2022-02-27,USD
2613033,1520750,660,2022-02-25,2022-02-25,USD
2613034,204147,999999,2022-02-25,2022-03-01,CAD
2613035,1356610,610,2022-02-25,2022-02-25,USD
2613036,1953726,999999,2022-02-25,2022-02-27,USD
2613037,123848,999999,2022-02-25,2022-02-26,AUD
2613038,279596,100,2022-02-25,2022-02-25,CAD
2613039,1978795,670,2022-02-25,2022-02-25,USD
2613040,1790185,999999,2022-02-25,2022-02-28,USD
2613041,2067988,650,2022-02-25,2022-02-25,USD
2613042,1526785,650,2022-02-25,2022-02-25,USD
2613043,80954,999999,2022-02-25,2022-02-28,AUD
2613044,319156,999999,2022-02-25,2022-02-28,CAD
2613045,1469443,605,2022-02-25,2022-02-25,USD
2613046,1569408,999999,2022-02-25,2022-03-02,USD
2613047,1885448,999999,2022-02-25,2022-02-27,USD
2613048,1415201,590,2022-02-25,2022-02-25,USD
2613049,202622,100,2022-02-25,2022-02-25,CAD
2613050,1666202,999999,2022-02-25,2022-03-01,USD
2613051,1405267,999999,2022-02-25,2022-02-27,USD
2613052,756362,290,2022-02-25,2022-02-25,EUR
2613053,1565876,999999,2022-02-25,2022-03-03,USD
2613054,158019,999999,2022-02-25,2022-02-28,AUD
2613055,1817490,999999,2022-02-25,2022-02-27,USD
2613056,1416974,999999,2022-02-25,2022-02-28,USD
2613057,922563,999999,2022-02-25,2022-03-02,GBP
2613058,998594,999999,2022-02-25,2022-03-01,GBP
2613059,1689976,490,2022-02-25,2022-02-25,USD
2613060,524848,999999,2022-02-25,2022-02-27,EUR
2613061,1623650,999999,2022-02-25,2022-03-01,USD
2613062,1471362,430,2022-02-25,2022-02-25,USD
2613063,2068052,999999,2022-02-25,2022-02-26,USD
2613064,2049587,999999,2022-02-25,2022-03-02,USD
2613065,1451134,540,2022-02-25,2022-02-25,USD
2613066,1743340,530,2022-02-25,2022-02-25,USD
2613067,166420,999999,2022-02-25,2022-02-28,AUD
2613068,1566276,999999,2022-02-25,2022-02-27,USD
2613069,665406,120,2022-02-25,2022-02-25,EUR
2613070,73082,40,2022-02-25,2022-02-25,AUD
2613071,1238445,999999,2022-02-25,2022-03-04,USD
2613072,1390885,510,2022-02-25,2022-02-25,USD
2613073,1431879,620,2022-02-25,2022-02-25,USD
2613074,314663,999999,2022-02-25,2022-03-01,CAD
2613075,870099,330,2022-02-25,2022-02-25,EUR
2613076,1018927,400,2022-02-25,2022-02-25,GBP
2613077,1868907,610,2022-02-25,2022-02-25,USD
2613078,1092022,370,2022-02-25,2022-02-25,GBP
2613079,1405467,650,2022-02-25,2022-02-25,USD
2614000,933390,400,2022-02-26,2022-02-26,GBP
2614001,684773,999999,2022-02-26,2022-03-04,EUR
2614002,225939,80,2022-02-26,2022-02-26,CAD
2614003,1487044,999999,2022-02-26,2022-03-03,USD
2614004,1178814,999999,2022-02-26,2022-02-28,GBP
2614005,1381463,650,2022-02-26,2022-02-26,USD
2614006,2027813,999999,2022-02-26,2022-02-28,USD
2614007,1646831,540,2022-02-26,2022-02-26,USD
2614008,490040,255,2022-02-26,2022-02-26,EUR
2614009,1152105,999999,2022-02-26,2022-02-28,GBP
2614010,343430,999999,2022-02-26,2022-02-28,CAD
2614011,984803,999999,2022-02-26,2022-03-03,GBP
2614012,1229147,670,2022-02-26,2022-02-26,USD
2614013,1114033,380,2022-02-26,2022-02-26,GBP
2614014,100300,10,2022-02-26,2022-02-26,AUD
2614015,137531,50,2022-02-26,2022-02-26,AUD
2614016,103084,999999,2022-02-26,2022-02-27,AUD
2614017,1957608,605,2022-02-26,2022-02-26,USD
2614018,1985280,585,2022-02-26,2022-02-26,USD
2614019,575139,240,2022-02-26,2022-02-26,EUR
2614020,1818244,490,2022-02-26,2022-02-26,USD
2614021,1531334,999999,2022-02-26,2022-02-28,USD
2614022,260253,90,2022-02-26,2022-02-26,CAD
2614023,951383,370,2022-02-26,2022-02-26,GBP
2614024,1724295,999999,2022-02-26,2022-03-01,USD
2614025,88998,999999,2022-02-26,2022-03-01,AUD
2614026,967649,999999,2022-02-26,2022-02-28,GBP
2614027,1024783,360,2022-02-26,2022-02-26,GBP
2614028,1367652,450,2022-02-26,2022-02-26,USD
2614029,1247620,430,2022-02-26,2022-02-26,USD
2614030,1121804,360,2022-02-26,2022-02-26,GBP
2614031,1538977,510,2022-02-26,2022-02-26,USD
2614032,1375597,500,2022-02-26,2022-02-26,USD
2614033,1900991,510,2022-02-26,2022-02-26,USD
2614034,292093,80,2022-02-26,2022-02-26,CAD
2614035,1942900,999999,2022-02-26,2022-02-28,USD
2614036,665117,140,2022-02-26,2022-02-26,EUR
2614037,787577,999999,2022-02-26,2022-02-28,EUR
2614038,1776695,670,2022-02-26,2022-02-26,USD
2614039,1294218,999999,2022-02-26,2022-02-28,USD
2614040,1471192,999999,2022-02-26,2022-03-02,USD
2614041,643215,999999,2022-02-26,2022-02-28,EUR
2614042,252544,90,2022-02-26,2022-02-26,CAD
2614043,669126,999999,2022-02-26,2022-03-01,EUR
2614044,655466,999999,2022-02-26,2022-02-27,EUR
2614045,1467067,500,2022-02-26,2022-02-26,USD
2614046,1262877,605,2022-02-26,2022-02-26,USD
2614047,1288131,999999,2022-02-26,2022-03-02,USD
2614048,1359617,999999,2022-02-26,2022-02-27,USD
2614049,959909,400,2022-02-26,2022-02-26,GBP
2614050,1027803,380,2022-02-26,2022-02-26,GBP
2614051,820486,999999,2022-02-26,2022-03-03,EUR
2614052,288790,999999,2022-02-26,2022-02-28,CAD
2614053,1835445,670,2022-02-26,2022-02-26,USD
2614054,1975180,999999,2022-02-26,2022-02-28,USD
2614055,1268790,999999,2022-02-26,2022-02-27,USD
2614056,682548,160,2022-02-26,2022-02-26,EUR
2614057,471675,220,2022-02-26,2022-02-26,EUR
2614058,2056133,999999,2022-02-26,2022-03-03,USD
2614059,1588581,999999,2022-02-26,2022-03-02,USD
2614060,1291541,510,2022-02-26,2022-02-26,USD
2614061,1874647,430,2022-02-26,2022-02-26,USD
2614062,2023387,999999,2022-02-26,2022-02-27,USD
2614063,355920,999999,2022-02-26,2022-03-02,CAD
2614064,77118,999999,2022-02-26,2022-03-01,AUD
2614065,206549,999999,2022-02-26,2022-02-28,CAD
2614066,1385582,999999,2022-02-26,2022-02-28,USD
2614067,1408591,480,2022-02-26,2022-02-26,USD
2614068,355255,74,2022-02-26,2022-02-26,CAD
2614069,630230,999999,2022-02-26,2022-03-02,EUR
2614070,1448112,999999,2022-02-26,2022-02-28,USD
2614071,288398,100,2022-02-26,2022-02-26,CAD
2614072,451998,230,2022-02-26,2022-02-26,EUR
2614073,2021750,500,2022-02-26,2022-02-26,USD
2614074,19883,40,2022-02-26,2022-02-26,AUD
2614075,192848,50,2022-02-26,2022-02-26,AUD
2614076,2091908,999999,2022-02-26,2022-03-01,USD
2614077,1351378,500,2022-02-26,2022-02-26,USD
2614078,1373010,540,2022-02-26,2022-02-26,USD
2614079,1341125,530,2022-02-26,2022-02-26,USD
2614080,1655277,999999,2022-02-26,2022-03-01,USD
2614081,16134,50,2022-02-26,2022-02-26,AUD
2614082,30713,999999,2022-02-26,2022-03-04,AUD
2614083,1579623,999999,2022-02-26,2022-03-01,USD
2614084,274069,999999,2022-02-26,2022-02-27,CAD
2614085,790954,999999,2022-02-26,2022-03-01,EUR
2614086,1306059,999999,2022-02-26,2022-02-27,USD
2614087,1279933,999999,2022-02-26,2022-02-28,USD
2614088,1686892,999999,2022-02-26,2022-03-01,USD
2614089,274137,74,2022-02-26,2022-02-26,CAD
2614090,448266,270,2022-02-26,2022-02-26,EUR
2614091,321403,100,2022-02-26,2022-02-26,CAD
2614092,368757,80,2022-02-26,2022-02-26,CAD
2614093,1445720,500,2022-02-26,2022-02-26,USD
2614094,237952,999999,2022-02-26,2022-03-02,CAD
2614095,1671970,999999,2022-02-26,2022-03-02,USD
2614096,1582901,999999,2022-02-26,2022-03-01,USD
2614097,1077507,999999,2022-02-26,2022-03-01,GBP
2614098,1454359,999999,2022-02-26,2022-03-01,USD
2614099,1489324,999999,2022-02-26,2022-03-03,USD
2614100,1891306,480,2022-02-26,2022-02-26,USD
2614101,1811563,999999,2022-02-26,2022-02-27,USD
2614102,1571244,590,2022-02-26,2022-02-26,USD
2614103,1924167,999999,2022-02-26,2022-02-27,USD
2614104,1376196,620,2022-02-26,2022-02-26,USD
2614105,896852,320,2022-02-26,2022-02-26,EUR
2614106,625604,130,2022-02-26,2022-02-26,EUR
2614107,563119,999999,2022-02-26,2022-02-27,EUR
2614108,1942666,550,2022-02-26,2022-02-26,USD
2614109,1456768,999999,2022-02-26,2022-02-27,USD
2614110,1718216,999999,2022-02-26,2022-03-04,USD
2614111,1141486,390,2022-02-26,2022-02-26,GBP
2614112,915152,420,2022-02-26,2022-02-26,GBP
2614113,1345160,430,2022-02-26,2022-02-26,USD
2614114,85348,40,2022-02-26,2022-02-26,AUD
2614115,2041032,430,2022-02-26,2022-02-26,USD
2614116,1713956,999999,2022-02-26,2022-02-28,USD
2614117,1502717,999999,2022-02-26,2022-02-28,USD
